clip_id	audio_file	x1	x2
127	MRG16_20180613_055859_6.mp3	22.36	32.356
128	HLO14_20180524_174833_25.mp3	14.26	24.256
129	MRG13_20180514_000000_120.mp3	4.2	14.196
130	HLO15_20180525_041230_22.mp3	4.88	14.876
131	HLO08_20180510_052111_44.mp3	4.36	14.356
132	MRG05_20180527_055535_9.mp3	3.11	13.106
133	HLO10_20180511_045815_43.mp3	21.06	31.056
134	HLO07_20180529_051528_33.mp3	20.9	30.896
135	MRG04_20180603_151642_3.mp3	42.08	52.076
136	MRG20_20180514_183831_225.mp3	37.94	47.936
137	HLO03_20180609_052945_32.mp3	46.89	56.886
138	HLO14_20180525_034833_8.mp3	45.36	55.356
139	HLO03_20180516_062858_17.mp3	36.93	46.926
140	HLO10_20180527_045024_44.mp3	5.17	15.166
141	HLO04_20180529_012718_44.mp3	33.86	43.856
142	MRG01_20180627_010618_8.mp3	29.54	39.536
143	HLO11_20180523_063724_27.mp3	49.44	59.436
144	HLO10_20180510_095815_44.mp3	0.0	9.996
145	HLO13_20180511_100606_52.mp3	26.18	36.176
146	HLO07_20180514_070556_3.mp3	4.54	14.536
147	MRG27_20180513_000000_909.mp3	31.68	41.676
148	HLO07_20180523_101528_11.mp3	10.08	20.076
149	MRG18_20180714_085054_2.mp3	8.42	18.416
150	MRG15_20180515_183830_240.mp3	3.66	13.656
151	MRG02_20180531_060419_8.mp3	2.14	12.136
152	HLO08_20180517_042110_28.mp3	22.71	32.706
153	MRG04_20180603_103642_3.mp3	49.15	59.146
154	MRG15_20180515_000000_352.mp3	4.06	14.056
155	HLO07_20180511_210556_54.mp3	0.0	9.996
156	MRG13_20180715_050708_1.mp3	8.4	18.396
157	HLO10_20180510_085815_34.mp3	9.12	19.116
158	HLO13_20180604_052820_22.mp3	23.9	33.896
159	MRG13_20180515_000000_181.mp3	46.17	56.166
160	HLO15_20180509_111439_18.mp3	2.48	12.476
161	MRG17_20180513_000000_146.mp3	18.5	28.496
162	HLO01_20180528_002303_8.mp3	46.4	56.396
163	MRG28_20180518_133556_317.mp3	0.0	9.996
164	HLO11_20180523_173723_1.mp3	42.21	52.206
165	MRG18_20180713_195054_7.mp3	3.0	12.996
166	MRG22_20180605_193256_3.mp3	16.89	26.886
167	MRG11_20180627_032026_3.mp3	50.0	59.996
168	MRG07_20180514_000000_365.mp3	19.12	29.116
169	HLO06_20180701_023635_31.mp3	25.22	35.216
170	HLO11_20180518_184215_2.mp3	50.0	59.996
171	HLO15_20180716_053942_43.mp3	0.98	10.976
172	HLO06_20180526_103437_21.mp3	37.79	47.786
173	MRG01_20180612_191356_3.mp3	1.34	11.336
174	HLO07_20180513_170556_17.mp3	24.35	34.346
175	MRG10_20180602_083535_6.mp3	20.3	30.296
176	MRG05_20180519_000000_515.mp3	49.07	59.066
178	HLO03_20180510_082858_29.mp3	0.0	9.996
179	HLO10_20180514_195815_22.mp3	12.22	22.216
180	MRG24_20180523_000000_280.mp3	8.2	18.196
181	MRG28_20180530_164956_1.mp3	14.94	24.936
182	MRG20_20180718_130808_4.mp3	7.01	17.006
183	HLO01_20180513_041304_38.mp3	0.0	9.996
184	HLO10_20180514_055815_1.mp3	12.04	22.036
185	HLO15_20180520_201230_32.mp3	27.62	37.616
186	HLO11_20180515_044215_19.mp3	0.0	9.996
187	HLO09_20180522_170226_19.mp3	3.74	13.736
188	MRG22_20180520_000000_735.mp3	24.04	34.036
189	HLO07_20180528_091529_24.mp3	41.32	51.316
190	HLO15_20180509_071439_41.mp3	49.96	59.956
191	HLO08_20180521_041503_10.mp3	47.62	57.616
192	MRG16_20180607_041859_10.mp3	25.78	35.776
193	MRG01_20180520_000000_208.mp3	30.49	40.486
194	HLO01_20180605_220216_56.mp3	22.88	32.876
195	MRG27_20180602_080325_7.mp3	0.0	9.996
196	HLO10_20180524_025024_36.mp3	5.24	15.236
197	HLO16_20180524_045552_54.mp3	0.0	9.996
198	HLO03_20180610_062940_59.mp3	13.39	23.386
199	MRG16_20180520_000000_546.mp3	6.42	16.416
200	MRG16_20180613_115859_10.mp3	33.8	43.796
201	MRG10_20180602_105535_6.mp3	11.18	21.176
202	HLO13_20180610_114233_42.mp3	1.11	11.106
203	HLO02_20180531_033102_3.mp3	29.52	39.516
204	HLO12_20180613_035711_5.mp3	7.83	17.826
205	HLO13_20180515_200606_9.mp3	23.37	33.366
206	HLO12_20180517_050153_2.mp3	31.37	41.366
207	HLO01_20180601_090121_20.mp3	7.43	17.426
208	HLO05_20180514_051714_11.mp3	37.0	46.996
209	HLO15_20180601_011545_9.mp3	0.0	9.996
210	HLO13_20180517_020606_12.mp3	42.2	52.196
211	MRG07_20180519_000000_500.mp3	47.51	57.506
212	MRG04_20180608_093242_8.mp3	30.63	40.626
213	HLO02_20180514_053933_18.mp3	5.4	15.396
214	HLO03_20180604_080936_8.mp3	49.19	59.186
215	HLO10_20180519_195025_24.mp3	13.58	23.576
216	HLO04_20180517_104424_3.mp3	3.14	13.136
217	HLO05_20180517_061714_41.mp3	37.68	47.676
218	HLO02_20180616_054556_12.mp3	3.76	13.756
219	HLO07_20180525_221528_39.mp3	11.68	21.676
220	MRG01_20180516_000000_1118.mp3	12.96	22.956
221	HLO01_20180516_021304_38.mp3	11.4	21.396
222	MRG18_20180527_070254_7.mp3	10.98	20.976
223	MRG22_20180520_000000_514.mp3	0.0	9.996
224	MRG11_20180606_194518_8.mp3	27.99	37.986
226	HLO01_20180614_010356_58.mp3	30.96	40.956
227	HLO15_20180510_111439_35.mp3	9.0	18.996
228	HLO07_20180712_040731_57.mp3	17.5	27.496
229	MRG23_20180624_071903_4.mp3	17.62	27.616
230	MRG28_20180624_024730_9.mp3	24.8	34.796
231	MRG28_20180522_000000_302.mp3	3.44	13.436
232	HLO06_20180606_155429_14.mp3	10.22	20.216
233	HLO09_20180609_142027_47.mp3	3.97	13.966
234	MRG10_20180606_034755_10.mp3	33.94	43.936
235	HLO16_20180516_025653_19.mp3	39.8	49.796
236	MRG18_20180528_154254_7.mp3	38.64	48.636
237	HLO15_20180609_033103_1.mp3	4.62	14.616
238	MRG14_20180606_055438_9.mp3	1.77	11.766
239	MRG13_20180512_000000_441.mp3	50.0	59.996
240	MRG18_20180610_055319_7.mp3	46.38	56.376
241	HLO15_20180515_021439_31.mp3	0.0	9.996
242	MRG23_20180608_073242_3.mp3	6.5	16.496
243	HLO11_20180524_203723_57.mp3	28.86	38.856
244	HLO04_20180608_055200_11.mp3	49.42	59.416
245	MRG27_20180601_052325_2.mp3	24.76	34.756
246	HLO01_20180517_041304_11.mp3	12.66	22.656
247	MRG10_20180512_000000_389.mp3	39.05	49.046
248	HLO12_20180525_224733_30.mp3	14.04	24.036
249	HLO14_20180523_154833_2.mp3	46.61	56.606
250	HLO07_20180526_051528_45.mp3	44.73	54.726
251	HLO14_20180523_074833_35.mp3	21.72	31.716
252	HLO15_20180711_154052_7.mp3	45.3	55.296
253	HLO12_20180608_115831_47.mp3	30.04	40.036
254	HLO15_20180522_051230_12.mp3	4.49	14.486
255	MRG11_20180518_100435_518.mp3	32.76	42.756
256	HLO12_20180515_210153_18.mp3	4.7	14.696
257	HLO01_20180517_031304_33.mp3	8.39	18.386
258	MRG04_20180516_000000_1037.mp3	50.0	59.996
259	HLO01_20180605_100116_32.mp3	32.22	42.216
260	HLO14_20180515_154716_51.mp3	31.68	41.676
261	HLO07_20180616_035431_42.mp3	19.77	29.766
262	HLO02_20180614_224632_53.mp3	3.64	13.636
263	HLO13_20180614_044854_38.mp3	0.0	9.996
264	HLO05_20180516_051714_14.mp3	43.58	53.576
265	HLO09_20180512_100804_21.mp3	28.74	38.736
266	HLO10_20180509_035815_9.mp3	50.0	59.996
267	HLO15_20180527_131230_2.mp3	11.35	21.346
268	HLO01_20180615_030346_30.mp3	31.44	41.436
269	HLO12_20180603_065004_17.mp3	11.06	21.056
270	HLO16_20180521_065552_54.mp3	5.3	15.296
271	MRG10_20180617_021353_2.mp3	48.08	58.076
272	HLO01_20180615_020351_20.mp3	15.38	25.376
273	HLO09_20180522_210226_59.mp3	37.24	47.236
274	HLO02_20180519_205340_19.mp3	15.4	25.396
275	HLO12_20180527_024732_56.mp3	27.58	37.576
276	MRG01_20180516_000000_364.mp3	27.49	37.486
277	MRG23_20180712_111008_4.mp3	11.06	21.056
278	HLO09_20180508_190803_42.mp3	3.9	13.896
279	HLO08_20180523_041503_13.mp3	16.44	26.436
280	HLO09_20180711_102518_39.mp3	26.36	36.356
281	MRG04_20180603_183642_8.mp3	34.47	44.466
282	HLO05_20180524_210534_49.mp3	50.0	59.996
283	MRG16_20180518_000000_489.mp3	17.5	27.496
284	HLO01_20180617_040341_1.mp3	16.42	26.416
285	HLO10_20180517_045815_2.mp3	37.65	47.646
286	HLO11_20180606_043805_29.mp3	35.98	45.976
287	HLO15_20180530_221600_48.mp3	6.2	16.196
288	HLO02_20180612_024611_44.mp3	0.0	9.996
289	HLO01_20180605_060136_24.mp3	37.88	47.876
290	HLO04_20180608_035210_23.mp3	43.86	53.856
291	MRG01_20180520_183829_222.mp3	37.88	47.876
292	MRG18_20180519_000000_441.mp3	1.44	11.436
293	HLO16_20180526_065552_13.mp3	7.48	17.476
294	HLO03_20180709_233635_50.mp3	4.86	14.856
295	HLO11_20180514_034215_55.mp3	41.13	51.126
296	HLO06_20180605_045324_48.mp3	18.48	28.476
297	HLO06_20180626_023635_45.mp3	35.98	45.976
298	HLO09_20180712_102518_55.mp3	3.9	13.896
299	HLO01_20180617_000401_33.mp3	42.64	52.636
300	HLO05_20180522_090534_53.mp3	23.36	33.356
301	HLO01_20180613_170436_1.mp3	40.41	50.406
302	HLO05_20180612_223919_42.mp3	20.92	30.916
303	HLO12_20180616_075651_11.mp3	29.66	39.656
304	MRG10_20180608_044755_10.mp3	3.28	13.276
305	MRG11_20180624_062026_8.mp3	12.44	22.436
306	MRG18_20180714_041054_2.mp3	29.07	39.066
307	HLO16_20180521_225552_23.mp3	7.66	17.656
308	HLO03_20180719_073555_55.mp3	4.02	14.016
309	MRG17_20180513_000000_650.mp3	22.07	32.066
310	HLO01_20180531_160246_41.mp3	15.99	25.986
311	MRG11_20180601_031936_6.mp3	0.0	9.996
312	HLO13_20180514_060606_32.mp3	35.11	45.106
313	HLO15_20180518_061439_28.mp3	30.12	40.116
314	HLO09_20180510_080803_9.mp3	18.18	28.176
315	HLO07_20180517_170556_54.mp3	43.44	53.436
316	HLO13_20180605_172920_30.mp3	44.11	54.106
317	HLO03_20180714_223640_59.mp3	49.9	59.896
318	HLO04_20180525_122718_21.mp3	26.88	36.876
319	HLO04_20180612_185255_15.mp3	28.36	38.356
320	HLO09_20180512_080803_33.mp3	1.14	11.136
321	HLO10_20180607_075421_37.mp3	0.0	9.996
322	HLO09_20180611_112042_18.mp3	0.0	9.996
323	HLO13_20180524_221948_16.mp3	16.47	26.466
324	MRG04_20180523_000000_317.mp3	20.4	30.396
325	HLO15_20180514_031440_24.mp3	29.66	39.656
326	HLO14_20180521_054833_44.mp3	45.43	55.426
327	MRG04_20180514_000000_540.mp3	38.46	48.456
328	MRG24_20180616_085144_8.mp3	24.5	34.496
329	MRG05_20180520_000000_701.mp3	48.69	58.686
330	MRG04_20180604_025642_3.mp3	22.61	32.606
331	MRG07_20180514_000000_775.mp3	33.09	43.086
332	HLO10_20180511_095815_8.mp3	21.6	31.596
333	MRG16_20180513_000000_372.mp3	28.38	38.376
334	HLO01_20180518_161304_21.mp3	36.4	46.396
335	HLO01_20180613_040341_4.mp3	23.3	33.296
336	MRG18_20180609_225319_7.mp3	17.74	27.736
337	HLO14_20180530_044833_30.mp3	0.42	10.416
338	MRG24_20180515_000000_177.mp3	31.3	41.296
339	HLO01_20180608_050336_31.mp3	30.92	40.916
340	MRG14_20180602_034536_8.mp3	0.0	9.996
341	MRG19_20180520_183831_282.mp3	8.54	18.536
342	HLO10_20180510_065815_46.mp3	15.46	25.456
343	MRG27_20180513_000000_751.mp3	11.1	21.096
344	HLO10_20180513_025815_58.mp3	25.76	35.756
345	HLO09_20180714_202628_28.mp3	28.4	38.396
346	MRG23_20180712_191008_9.mp3	29.26	39.256
347	HLO04_20180511_034424_15.mp3	38.32	48.316
348	HLO12_20180608_195751_31.mp3	31.97	41.966
349	HLO10_20180513_015815_16.mp3	20.78	30.776
350	MRG18_20180520_000000_754.mp3	10.1	20.096
351	HLO06_20180623_053620_26.mp3	47.64	57.636
352	MRG27_20180512_000000_407.mp3	5.31	15.306
353	MRG27_20180511_000000_662.mp3	10.72	20.716
354	HLO07_20180521_231528_43.mp3	21.66	31.656
355	HLO02_20180515_063933_45.mp3	7.96	17.956
356	HLO13_20180513_070606_25.mp3	44.72	54.716
357	MRG16_20180513_000000_561.mp3	47.4	57.396
358	MRG28_20180528_202956_1.mp3	0.0	9.996
359	HLO07_20180531_053423_33.mp3	43.63	53.626
360	HLO08_20180613_035238_25.mp3	43.14	53.136
361	MRG25_20180522_000000_202.mp3	44.36	54.356
362	HLO06_20180610_141151_45.mp3	7.64	17.636
363	MRG19_20180519_000000_1088.mp3	19.9	29.896
364	HLO03_20180514_192858_49.mp3	42.62	52.616
365	MRG18_20180610_055319_7.mp3	30.33	40.326
366	HLO12_20180523_064732_59.mp3	4.01	14.006
367	HLO14_20180602_125259_47.mp3	0.0	9.996
368	HLO08_20180509_042110_49.mp3	50.0	59.996
369	MRG13_20180606_222533_1.mp3	15.82	25.816
370	HLO09_20180529_010226_43.mp3	0.2	10.196
371	HLO06_20180628_053620_44.mp3	50.0	59.996
372	MRG14_20180601_080536_3.mp3	35.11	45.106
373	MRG14_20180619_021249_5.mp3	15.4	25.396
374	MRG25_20180513_000000_490.mp3	1.97	11.966
375	MRG23_20180520_000000_796.mp3	49.72	59.716
376	HLO03_20180515_042858_11.mp3	2.23	12.226
377	HLO03_20180713_043610_22.mp3	8.08	18.076
378	HLO12_20180516_060153_44.mp3	7.34	17.336
379	HLO06_20180615_131157_53.mp3	21.2	31.196
380	HLO12_20180521_054732_46.mp3	42.4	52.396
381	MRG03_20180606_111023_9.mp3	43.78	53.776
382	HLO08_20180522_041503_28.mp3	50.0	59.996
383	HLO04_20180608_195250_55.mp3	28.54	38.536
384	MRG07_20180519_000000_438.mp3	9.2	19.196
385	MRG11_20180608_150518_3.mp3	38.59	48.586
386	HLO14_20180521_034833_56.mp3	15.32	25.316
387	MRG18_20180519_183832_109.mp3	35.56	45.556
388	MRG27_20180529_104325_7.mp3	6.57	16.566
389	HLO16_20180510_065653_50.mp3	22.36	32.356
390	HLO06_20180526_123437_1.mp3	35.63	45.626
391	HLO12_20180717_071700_6.mp3	2.4	12.396
392	MRG19_20180711_130922_1.mp3	5.06	15.056
393	HLO13_20180518_200606_19.mp3	12.02	22.016
394	HLO02_20180509_063933_37.mp3	25.76	35.756
395	HLO15_20180518_031439_8.mp3	43.08	53.076
396	MRG27_20180620_030536_7.mp3	38.93	48.926
397	HLO01_20180531_040146_5.mp3	40.06	50.056
398	HLO14_20180531_195424_51.mp3	5.76	15.756
399	MRG24_20180621_073852_8.mp3	14.7	24.696
400	HLO10_20180525_025024_53.mp3	14.86	24.856
401	MRG05_20180521_000000_668.mp3	40.42	50.416
402	HLO09_20180517_180803_7.mp3	2.34	12.336
403	HLO03_20180529_073112_18.mp3	8.14	18.136
404	MRG27_20180607_045109_7.mp3	50.0	59.996
405	HLO12_20180613_035711_18.mp3	13.06	23.056
406	HLO14_20180517_084716_48.mp3	35.62	45.616
407	MRG18_20180527_044254_7.mp3	44.88	54.876
408	HLO04_20180610_185255_14.mp3	50.0	59.996
409	HLO04_20180521_042718_31.mp3	13.9	23.896
410	HLO13_20180609_054303_8.mp3	45.28	55.276
411	MRG18_20180606_201319_7.mp3	39.76	49.756
412	HLO05_20180525_140534_6.mp3	49.28	59.276
413	HLO13_20180605_122745_13.mp3	16.93	26.926
414	HLO09_20180517_200803_49.mp3	15.16	25.156
415	MRG01_20180607_175356_3.mp3	24.08	34.076
416	HLO06_20180514_053141_16.mp3	24.86	34.856
417	MRG05_20180621_164409_4.mp3	40.65	50.646
418	HLO06_20180509_043141_47.mp3	0.0	9.996
419	HLO13_20180516_170606_18.mp3	8.34	18.336
420	HLO15_20180515_071439_5.mp3	35.4	45.396
421	HLO16_20180522_115552_26.mp3	41.33	51.326
422	HLO13_20180603_062815_16.mp3	45.93	55.926
423	HLO03_20180510_222858_1.mp3	32.26	42.256
424	MRG07_20180604_051527_8.mp3	40.8	50.796
425	HLO01_20180523_032303_37.mp3	37.1	47.096
426	MRG19_20180520_000000_204.mp3	0.0	9.996
427	HLO03_20180713_073555_52.mp3	15.32	25.316
428	HLO04_20180603_063435_5.mp3	41.7	51.696
429	HLO07_20180515_170556_2.mp3	41.9	51.896
430	MRG13_20180614_030533_1.mp3	4.3	14.296
431	HLO11_20180512_064215_50.mp3	43.07	53.066
432	HLO02_20180526_215340_54.mp3	31.95	41.946
433	HLO12_20180713_161815_51.mp3	50.0	59.996
434	HLO01_20180614_060331_12.mp3	0.0	9.996
435	HLO06_20180519_103438_28.mp3	50.0	59.996
436	MRG04_20180615_035242_3.mp3	27.79	37.786
437	MRG16_20180617_042440_7.mp3	47.47	57.466
438	MRG02_20180520_000000_681.mp3	10.52	20.516
439	HLO15_20180511_071439_44.mp3	25.96	35.956
440	HLO12_20180601_065004_48.mp3	50.0	59.996
441	MRG03_20180522_000000_205.mp3	44.82	54.816
442	MRG27_20180511_000000_347.mp3	24.17	34.166
443	HLO08_20180511_032110_1.mp3	50.0	59.996
444	HLO12_20180607_084954_39.mp3	21.1	31.096
445	HLO01_20180512_221304_1.mp3	14.02	24.016
446	HLO12_20180613_175801_8.mp3	50.0	59.996
447	HLO11_20180522_033723_43.mp3	48.88	58.876
448	HLO15_20180515_041439_2.mp3	13.12	23.116
449	HLO12_20180710_061705_9.mp3	34.08	44.076
450	MRG23_20180620_121903_4.mp3	50.0	59.996
451	HLO01_20180531_190231_4.mp3	36.48	46.476
452	HLO06_20180511_073141_48.mp3	29.26	39.256
454	HLO05_20180528_060534_31.mp3	0.0	9.996
455	HLO01_20180607_210416_15.mp3	26.55	36.546
456	HLO11_20180519_193724_56.mp3	16.3	26.296
457	HLO09_20180514_200803_7.mp3	0.0	9.996
458	HLO02_20180613_164701_40.mp3	12.76	22.756
459	HLO15_20180602_101500_41.mp3	10.72	20.716
460	HLO02_20180526_045340_11.mp3	50.0	59.996
461	HLO03_20180611_082930_31.mp3	38.96	48.956
462	HLO02_20180522_105340_34.mp3	25.26	35.256
463	HLO01_20180517_021304_23.mp3	0.0	9.996
464	HLO01_20180519_132304_36.mp3	7.82	17.816
465	HLO16_20180514_065653_24.mp3	0.0	9.996
466	HLO04_20180613_025215_31.mp3	33.25	43.246
467	MRG27_20180624_040536_2.mp3	0.0	9.996
468	MRG05_20180606_083815_4.mp3	8.13	18.126
469	HLO07_20180521_071528_42.mp3	34.43	44.426
470	HLO12_20180526_034732_17.mp3	48.1	58.096
471	MRG04_20180608_045242_8.mp3	38.26	48.256
472	HLO10_20180514_055815_1.mp3	25.3	35.296
473	MRG11_20180616_060518_8.mp3	5.26	15.256
474	HLO09_20180515_150803_6.mp3	2.67	12.666
475	HLO11_20180520_043723_50.mp3	0.0	9.996
476	HLO06_20180515_103141_2.mp3	50.0	59.996
477	HLO07_20180523_071528_45.mp3	50.0	59.996
478	MRG01_20180611_205356_8.mp3	32.28	42.276
479	MRG01_20180628_084618_3.mp3	7.04	17.036
480	HLO01_20180616_050336_35.mp3	29.58	39.576
481	HLO01_20180510_051304_28.mp3	50.0	59.996
482	HLO12_20180517_080153_5.mp3	27.66	37.656
483	MRG24_20180523_183831_7.mp3	36.76	46.756
484	MRG24_20180620_033852_8.mp3	29.08	39.076
485	HLO02_20180605_043057_58.mp3	0.0	9.996
486	HLO16_20180606_040106_16.mp3	48.93	58.926
488	HLO01_20180601_030151_56.mp3	1.34	11.336
489	HLO13_20180528_021947_12.mp3	0.0	9.996
490	MRG27_20180511_000000_694.mp3	50.0	59.996
491	MRG23_20180610_071242_8.mp3	41.68	51.676
492	HLO13_20180528_121947_17.mp3	12.38	22.376
493	MRG14_20180521_000000_184.mp3	43.3	53.296
494	MRG18_20180604_110254_7.mp3	43.95	53.946
495	HLO10_20180517_075815_5.mp3	0.0	9.996
496	MRG10_20180515_000000_759.mp3	0.0	9.996
497	HLO15_20180510_061439_17.mp3	29.94	39.936
498	HLO10_20180510_205815_27.mp3	43.94	53.936
499	HLO14_20180511_024717_11.mp3	29.2	39.196
500	MRG16_20180607_063859_10.mp3	35.59	45.586
501	HLO02_20180522_095340_24.mp3	50.0	59.996
502	HLO15_20180509_131439_38.mp3	50.0	59.996
503	HLO15_20180610_083038_44.mp3	26.16	36.156
